text,sentiment,sentiment_label
@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,0.0,Neutral
@VirginAmerica I see what you did there ;),0.2263,Positive
@VirginAmerica way to take advantage of #MayweatherPacquiao :),0.6124,Positive
@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,-0.3818,Negative
@VirginAmerica your inflight team makes the experience #amazing!,0.6239,Positive
@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,0.3991,Positive
"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",-0.8146,Negative
@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,-0.5622,Negative
@VirginAmerica fav airline,0.4588,Positive
@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),0.7332,Positive
👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,0.7096,Positive
@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,0.0,Neutral
@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,0.1027,Positive
@VirginAmerica Thank you!!,0.4738,Positive
@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,-0.34,Negative
@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,0.0,Neutral
@VirginAmerica I need you to follow back in order to DM.,0.0,Neutral
@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,0.9382,Positive
@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,0.0,Neutral
@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,-0.3561,Negative
@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,-0.5553,Negative
@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),0.2732,Positive
@VirginAmerica what is your policy on flying after surgery?,0.0,Neutral
@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,0.4404,Positive
"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",-0.6476,Negative
@VirginAmerica would love to do more for virgin just like I do for @GoPro,0.7717,Positive
@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,0.0,Neutral
"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",0.0,Neutral
@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,0.4567,Positive
"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",0.6059,Positive
@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,0.0,Neutral
@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,0.2263,Positive
@VirginAmerica @madbee95 check the website before you go to the airport!,0.0,Neutral
@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,-0.4767,Negative
@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,0.0,Neutral
@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,0.7717,Positive
"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",-0.5423,Negative
@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,-0.7003,Negative
@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,0.8264,Positive
"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",0.0,Neutral
@VirginAmerica happy to spend the day together. Let's do this!,0.6114,Positive
@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,0.0,Neutral
@VirginAmerica missed my flight. How does standby work?,-0.296,Negative
.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,0.4199,Positive
@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,0.0,Neutral
@VirginAmerica thank you! I absolutely will 😎,0.7245,Positive
@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,0.0258,Positive
@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,0.7081,Positive
@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,-0.4767,Negative
"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",0.3612,Positive
@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,0.1027,Positive
@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,0.0,Neutral
@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,-0.1027,Negative
@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,-0.6739,Negative
@VirginAmerica add DTW and I'm sold!,0.0,Neutral
@VirginAmerica How about some free drinks on the flight back for the free promo?,0.765,Positive
@VirginAmerica @SSal thanks!,0.4926,Positive
@VirginAmerica momma I made it! 😁😁😁,0.8516,Positive
@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,0.3182,Positive
@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,0.508,Positive
@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,0.0,Neutral
"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",0.0772,Positive
@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,0.4215,Positive
@VirginAmerica Thanks!,0.4926,Positive
@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,0.7707,Positive
@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,0.7901,Positive
@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,0.5719,Positive
"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",0.8593,Positive
"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",0.9423,Positive
"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",0.4215,Positive
@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,0.1901,Positive
@VirginAmerica is my new go to airline,0.0,Neutral
"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",0.6597,Positive
"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",0.5574,Positive
@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,0.5949,Positive
@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,-0.4019,Negative
@VirginAmerica trying to check-in...but looks like your site is down?,0.3612,Positive
"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",0.0,Neutral
@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,0.3291,Positive
"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",0.8221,Positive
"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",-0.3049,Negative
@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,0.1027,Positive
"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",0.1994,Positive
"@VirginAmerica
wjere is our luggage #so slow at lax",0.0,Neutral
@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,0.0,Neutral
"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",0.5003,Positive
@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,-0.5256,Negative
"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",0.4019,Positive
@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,0.4019,Positive
@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,0.6597,Positive
"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",0.7777,Positive
"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",0.5175,Positive
@VirginAmerica i would like help with some flights please.,0.7579,Positive
Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,0.0,Neutral
@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,-0.3769,Negative
@VirginAmerica ok! first time flying with you tonight :),0.5093,Positive
@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,0.0,Neutral
"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",0.7579,Positive
"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",0.5423,Positive
@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,-0.4404,Negative
@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,-0.34,Negative
@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,0.0,Neutral
@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,-0.4883,Negative
@VirginAmerica delayed to10.30!!,-0.3578,Negative
@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,0.0,Neutral
"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",0.0,Neutral
“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,0.8951,Positive
@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,0.7717,Positive
@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,0.6629,Positive
"@VirginAmerica I just did, how can I DM? Do u have to also add me?",0.0,Neutral
"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",0.4389,Positive
